SENATOR LISA MURKOWSKI Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,465
SENATOR SAXBY CHAMBLISS Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1734
SENATOR MARK PRYOR Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,702
SENATOR JON KYL Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,241
"AGRICULTURE, NUTRITION & FORESTRY AGRICULTURE, NUTR & FOR S.RES.81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",206
CAUCUS - INTERNATIONAL NARCOTICS CONTROL Funding Year 2012 U.S. SENATE CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,36
"MAJORITY LEADER (D) Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",41
SENATOR MICHAEL B. ENZI Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,758
SENATOR JOHN F. REED Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,4
SENATOR TIM KAINE Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,428
SENATOR MICHAEL BENNET Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
HOMELAND SECURITY & GOVERNMENTAL AFFAIRS HOMELAND SEC.& GOV AFF. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,7
RESERVE FOR CONTINGENCIES Funding Year 2011 MISCELLANEOUS ITEMS,16
SECRETARY OF THE SENATE - EXECUTIVE OFFICE Funding Year 2010 SECRETARY OF THE SENATE,17
SENATOR JOHN BARRASSO Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,648
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 73B (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",3
SENATOR MAX BAUCUS Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,864
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES Funding Year 2013 SECRETARY OF THE SENATE,4
"MAJORITY WHIP (D) Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",54
"OFFICE OF THE VICE PRESIDENT (D) - BIDEN Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",74
VETERANS' AFFAIRS VETERANS' AFFAIRS - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,7
SENATOR OLYMPIA J. SNOWE Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR TOM HARKIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,405
"SGT @ ARMS - CENTRAL OPERATIONS Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",624
SENATOR JOSEPH I. LIEBERMAN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,112
"AGRICULTURE, NUTRITION & FORESTRY AGRICULTURE, NUTR & FOR S.RES.81B(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",2
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",313
SENATOR MARK WARNER Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR RAND PAUL Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1720
SENATOR MIKE JOHANNS Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,761
ARMED SERVICES ARMED SERVICES - S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,11
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV. Funding Year 2010 SECRETARY OF THE SENATE,8
"MAJORITY LEADER (D) Funding Year 2011 EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, PRES. PRO TEMPORE EMERITUS, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",1
SENATOR SHELDON WHITEHOUSE Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,716
SENATOR KELLY AYOTTE Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,412
VETERANS' AFFAIRS VETERANS' AFFAIRS - S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,135
SENATOR CHRISTOPHER A. COONS Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,598
RULES & ADMINISTRATION RULES & ADMINISTRATION S.RES. 81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,91
"SENATOR JEFFERSON B. SESSIONS, III Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT",559
SENATOR JAMES E. RISCH Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,478
SENATOR ROY BLUNT Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1417
SENATOR JEFF BINGAMAN Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR MARK WARNER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,815
"AGRICULTURE, NUTRITION & FORESTRY AGRICULTURE, NUTR & FOR S.RES.81D(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",37
JUDICIARY JUDICIARY - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,13
SENATOR DIANNE FEINSTEIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,435
SENATOR JOHN ENSIGN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,143
ENERGY & NATURAL RESOURCES ENERGY & NATURAL RES S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,1
MAJORITY CONFERENCE COMMITTEE (D) Funding Year 2010 MISCELLANEOUS ITEMS,2
SENATOR CARL LEVIN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,3
SENATOR BARBARA A. MIKULSKI Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,409
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",336
SENATOR RICHARD C. SHELBY Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,246
MOBILE COMMUNICATIONS DEVICES Funding Year 1315 MISCELLANEOUS ITEMS,1
CHAPLAIN Funding Year 1214 MISCELLANEOUS ITEMS,60
RESOLUTION & REORGANIZATION RESERVE Funding Year 1214 MISCELLANEOUS ITEMS,68
SENATOR DANIEL K. INOUYE Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,146
SENATOR TOM UDALL (NM) Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,900
MAJORITY LEADER (D) Funding Year 2010 MISCELLANEOUS ITEMS,3
SENATOR KELLY AYOTTE Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,332
SENATOR JOHN F. KERRY Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,200
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,3
SENATOR MARY L. LANDRIEU Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,494
APPROPRIATIONS Funding Year 1315 MISCELLANEOUS ITEMS,19
SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,3386
"OFFICE OF THE VICE PRESIDENT (D) - BIDEN Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",39
SENATOR LINDSEY GRAHAM Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,440
"CHAPLAIN Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",8
INTELLIGENCE SELECT COM ON INTEL - S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,1
JUDICIARY JUDICIARY - S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,380
SGT @ ARMS - CAPITOL DIVISION Funding Year 0913 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,320
DOCUM DO CUME ENT NO DAT DA TE PA YEE NAME PAYEE POST POSTED ED,31
SENATOR MARK WARNER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1127
"DETAILED COMPEN PENSA SAT TION OF MEMB ER EMB ERSS UNDING FUNDING YEA R 2012 PENSA COMPEN SAT TION OF MEM EMB ERS, B ER S, SEN SENAA TE DO DOCUM CUME ENT NO DA DATTE POSTED POST ED",54
SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,82
SENATOR RICHARD BURR Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,313
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 81B(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",3
SENATOR DANIEL K. INOUYE Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,251
"SECRETARY FOR THE MAJORITY (D) Funding Year 2013 SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",3
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,293
SENATOR ROBERT MENENDEZ Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,432
ENVIRONMENT & PUBLIC WORKS ENVIRONMENT & PUB WORKS S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,191
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,2
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year 2013 OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,97
SENATOR BARBARA BOXER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,937
JUDICIARY JUDICIARY - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,297
SENATOR LISA MURKOWSKI Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,724
DOCUM DO ENT NO CUME DAT DA TE PAYEE YEE NAME PA POSTED POST ED,40
"SECRETARY FOR THE MAJORITY (D) Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",23
ENERGY & NATURAL RESOURCES ENERGY & NATURAL RES S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,280
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",287
SENATOR JOE MANCHIN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1050
SENATOR CARL LEVIN Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,666
SGT @ ARMS - CENTRAL OPERATIONS Funding Year 0711 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,54
HOMELAND SECURITY & GOVERNMENTAL AFFAIRS HOMELAND SEC.& GOV AFF. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,274
SENATOR BENJAMIN L CARDIN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",4
SENATOR RON JOHNSON Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,626
SENATOR MIKE JOHANNS Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,960
"BANKING, HOUSING & URBAN AFFAIRS BANKING,HOUSING &URBDEV S.RES.81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",138
SENATOR BOB CORKER Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1302
SENATOR DIANNE FEINSTEIN Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,706
SENATOR SCOTT P. BROWN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,5
JOINT SELECT COMMITTEE ON DEFICIT REDUCTION Funding Year 2011 MISCELLANEOUS ITEMS,13
SENATOR JEFFREY CHIESA Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,48
SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,752
SENATOR DANIEL R. COATS Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,877
HOMELAND SECURITY & GOVERNMENTAL AFFAIRS HOMELAND SEC.& GOV AFF. 73C (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,6
"BANKING, HOUSING & URBAN AFFAIRS BANKING, HOUSING &URBDEV S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",31
SENATOR JOHN MCCAIN Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,305
SENATOR HARRY REID Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,565
MOBILE COMMUNICATIONS DEVICES Funding Year 1214 MISCELLANEOUS ITEMS,3
SENATOR KAY HAGAN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
"SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",273
SENATOR JEANNE SHAHEEN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,796
SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1789
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,684
SENATOR CARL LEVIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,465
SENATOR OLYMPIA J. SNOWE Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,128
SENATOR BERNARD SANDERS Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,3
MAJORITY CONFERENCE COMMITTEE (D) Funding Year 1315 MISCELLANEOUS ITEMS,39
MAJORITY CONFERENCE COMMITTEE (D) Funding Year 2012 MISCELLANEOUS ITEMS,1
SENATOR LAMAR ALEXANDER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,478
MAJORITY LEADER (D) Funding Year 2011 MISCELLANEOUS ITEMS,7
SENATOR JOHN CORNYN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,732
SENATOR JOHN HOEVEN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,363
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",462
SGT @ ARMS - CAPITOL DIVISION Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,542
"SENATOR JOHN D. ROCKEFELLER, IV Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT",312
SGT @ ARMS - IT SUPPORT SERVICES Funding Year 0812 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,69
MINORITY WHIP (R) Funding Year 2012 MISCELLANEOUS ITEMS,6
"MINORITY POLICY COMMITTEE (R) Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",20
DO DOCUM CUME ENT NO DAT DA TE PAY PA YEE NA NAME POSTED POST ED,82
CONSULTANTS Funding Year 1315 MISCELLANEOUS ITEMS,45
SENATOR CHARLES E. GRASSLEY Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,445
SENATOR DAVID VITTER Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
SENATOR ORRIN G. HATCH Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,540
"SECRETARY FOR THE MAJORITY (D) Funding Year 2012 SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",1
SENATOR CHARLES E. SCHUMER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,496
HOMELAND SECURITY & GOVERNMENTAL AFFAIRS HOMELAND SEC.& GOV AFF. S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,2
SENATOR MARK PRYOR Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,484
SENATOR JIM WEBB Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,104
SENATOR MICHAEL B. ENZI Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,5
SENATOR LINDSEY GRAHAM Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,264
SECRETARY OF THE SENATE - EXECUTIVE OFFICE Funding Year 2011 SECRETARY OF THE SENATE,123
FOREIGN TRAVEL - MEMBERS & EMPLOYEES Funding Year 2011 MISCELLANEOUS ITEMS,15
SENATOR BARBARA A. MIKULSKI Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
MINORITY POLICY COMMITTEE (R) Funding Year 1315 MISCELLANEOUS ITEMS,22
SENATOR FRANK R. LAUTENBERG Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
SENATOR AL FRANKEN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,573
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 73C (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,7
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 2010 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,94
ENVIRONMENT & PUBLIC WORKS ENVIRONMENT & PUB WORKS S.RES.73D(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,4
SENATOR JOHN R. THUNE Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,481
"SENATOR ROBERT CASEY, JR. Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT",781
"MAJORITY CONFERENCE COMMITTEE (D) Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",32
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 73C (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",12
SENATOR JOHN CORNYN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,608
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,203
SENATOR SUSAN M. COLLINS Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1389
SENATOR RICHARD C. SHELBY Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,150
SENATOR SCOTT P. BROWN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,131
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 0610 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,4
SENATOR TOM UDALL (NM) Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1328
APPROPRIATIONS Funding Year 2011 MISCELLANEOUS ITEMS,83
SENATOR JOHN BOOZMAN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1615
SENATOR ROB PORTMAN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,747
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",4
SENATOR JON TESTER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,753
MINORITY LEADER (R) Funding Year 2011 MISCELLANEOUS ITEMS,21
"BANKING, HOUSING & URBAN AFFAIRS BANKING,HOUSING &URBDEV S.RES.73C(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",4
ENVIRONMENT & PUBLIC WORKS ENVIRONMENT & PUB WORKS S.RES.81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,95
VETERANS' AFFAIRS VETERANS' AFFAIRS - S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,1
SENATOR LINDSEY GRAHAM Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,275
"SECRETARY FOR THE MINORITY (R) Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",12
SENATOR JOHN F. KERRY Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,328
SENATOR MAX BAUCUS Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR JEFF FLAKE Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,441
SENATOR SHERROD BROWN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1144
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,4
SENATOR JOHN F. REED Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,244
SENATOR JOHN R. THUNE Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR PATRICK J.TOOMEY Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1384
"AGRICULTURE, NUTRITION & FORESTRY AGRICULTURE, NUTR & FOR S.RES.73D(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",7
SENATOR PATTY MURRAY Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1051
"SECRETARY OF THE SENATE - EXECUTIVE OFFICE Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",47
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,34
SENATOR TAMMY BALDWIN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,463
SENATOR THOMAS R. CARPER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,510
RESOLUTION & REORGANIZATION RESERVE Funding Year 2011 MISCELLANEOUS ITEMS,81
SENATOR JOHNNY ISAKSON Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,4
"MAJORITY LEADER (D) Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",73
"AGRICULTURE, NUTRITION & FORESTRY AGRICULTURE, NUTR & FOR S.RES.81C(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",1
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",6
SENATOR CHRISTOPHER A. COONS Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,714
SENATOR RICHARD J. DURBIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,651
SENATOR DEB FISCHER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,441
SENATOR DANIEL R. COATS Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,533
"APPROPRIATIONS Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",221
SENATOR JIM DEMINT Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,171
SENATOR RON WYDEN Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,858
SECRETARY OF THE SENATE - EXECUTIVE OFFICE Funding Year 2013 SECRETARY OF THE SENATE,48
"OFFICE OF THE VICE PRESIDENT (D) - BIDEN Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",77
